"","K225","K040","K041","K221","K042","K043","K044","K045","K046","K047","K049","K053","K054","K055","K057","K056","K058","K059","K060","K061","K062","K063","K064","K208","K065","K066","K067","K068","K069","K070","K071","K072","K073","K074","K075","K200","K076","K077","K078","K214","K079","K080","K081","K082","K083","K084","K085","K211","K086","K087","K088","K089","K090_3","K090_1","K090_2","K091","K092","K093","K094","K095","K096","K097","K098","K099","K100","K101","K102","K103","K104","K105","K106","K226","K138","K130","K118","K110","K132","K113","K114","K119","K115","K120","K174","K121","K133","K131","K149","K150","K153","K134","K154","K155","K167","K107","K108","K156","K157","K158","K122","K123","K135","K171","K151","K143","K152","K139","K141","K172","K116","K124","K125","K202","K159","K111","K144","K142","K126","K173","K145","K146","K168","K177","K140","K148","K169","K117","K160","K147","K109","K127","K217","K128","K161","K112","K212","K136","K137","K176","K162","K163","K129","K166","K164","K170","K205","K165"
"1988/9/14",0,0,0,0,0,4325,0,0,0,0,0,0,11232655,0,0,745516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9767,0,0,0,0,0,0,0,0,0,9336,15200,0,0,0,0,0,0,4899,0,0,0,0,0
"1988/10/12",0,0,0,0,0,0,0,0,0,0,0,0,7020409,0,0,1213667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8946846,0,0,0,0,0,0,161606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56124,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988/11/9",0,0,0,0,0,0,0,0,0,0,0,0,21624403,0,0,3365158,808989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4113,0,0,0,0,0,0,0,0,0,4668,0,0,0,0,0,0,0,0,0,0,0,0,0
"1988/12/7",0,0,0,0,0,137730,0,0,0,0,0,0,0,0,0,833456,0,370934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21015,7496,0,0,0,0,0,0,0,0,0,0,0,0
"1989/1/11",0,0,0,0,0,50275,0,0,0,0,0,0,0,0,0,129217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30033,0,0,0,0,0,0,0,0,0,0,0,0,5667
"1989/2/8",0,0,0,0,0,39343,0,0,0,0,0,0,0,0,0,0,0,186820,0,0,0,0,0,0,0,0,0,0,0,0,0,140676,0,0,0,0,24777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989/4/12",0,0,0,0,0,65591,0,0,0,0,0,0,0,0,0,143591,0,103615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21089,0,0,0,0,0,0,0,0,0,5231,0,0,0
"1989/5/10",0,0,0,0,0,704025,0,0,0,0,0,0,0,0,0,1582137,0,984654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2664322,0,0,0,608119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37377,0,0,0,0,0,0,0,0,0,10461,0,0,0
"1989/6/14",0,0,0,0,0,332341,0,0,0,0,0,0,0,0,0,3052958,0,470522,0,0,0,0,0,0,0,0,0,0,0,0,0,1055793,0,0,0,0,3156359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89786,0,0,0,0,0,0,0,0,301270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54255,0,0,13371,0,0,0,0,0,0,0,0,0,79406,0,0,0,0,0,0,0,0,0,10461,0,0,45363
"1989/7/12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989/8/9",0,0,0,0,0,6547,0,0,0,0,0,0,0,0,0,0,324484,60474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4113,0,0,0,0,0,0,0,0,0,2342,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989/10/11",0,0,0,0,0,0,0,0,0,0,0,0,563176,0,0,160044,0,29823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241808,0,0,0,0,0,0,0,0,0,0,6294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21089,0,0,0,0,0,0,0,0,0,0,0,0,0
"1989/12/13",0,0,0,0,0,1081,0,0,0,0,0,0,2106123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67185,0,0,0,0,0,0,0,0,0,0,32541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/1/10",0,0,0,0,0,3304,0,0,0,0,0,0,308589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/2/7",0,0,0,0,0,59044,0,0,0,0,0,0,0,0,0,0,0,3618491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645560,9727063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/3/14",0,0,0,0,0,798027,0,0,0,0,0,0,563176,0,0,1390462,0,2684046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/4/11",0,0,0,0,0,1211276,0,0,0,0,0,0,5053152,0,0,167962,0,4036965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350787,0,3310991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46713,0,0,0,0,0,0,0,0,0,0,0,0,11343
"1990/5/9",0,0,0,0,0,201159,0,0,0,0,0,0,3934515,0,0,650009,0,3859558,0,0,0,0,0,0,0,0,0,0,0,0,0,70580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992082,0,484725,0,0,0,0,0,0,0,0,0,0,276139,0,0,0,0,0,0,0,0,0,0,0,272472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56050,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/6/13",0,0,0,0,0,170525,0,0,0,0,0,0,1681812,0,0,589446,0,844149,0,0,19045,0,0,0,0,0,0,0,0,0,0,70580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8610365,0,1049312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4668,0,0,0,0,0,0,0,0,0,0,0,0,28353
"1990/7/11",0,0,0,0,0,13094,0,0,0,0,0,0,3371339,0,0,0,0,301541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/8/8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/9/12",0,0,0,0,0,13094,0,0,0,0,0,0,19093970,0,0,719273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28062,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/11/7",0,0,0,0,0,87455,0,0,0,0,0,0,9550842,0,0,96167,0,120948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32934,0,0,0,0,0,0,0,0,0,166001,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990/12/12",0,0,0,0,0,279844,0,0,0,0,0,0,34824315,0,0,869038,0,603082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102044,15200,0,0,0,0,0,0,0,0,0,0,0,11343
"1991/1/9",0,0,0,0,0,170525,0,0,0,0,0,0,1126351,0,0,0,0,180593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32934,0,0,0,0,0,0,0,0,0,28062,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/2/6",0,0,0,0,0,1289962,0,0,0,0,0,0,1126351,0,0,0,0,422489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4401172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/3/13",0,0,0,0,0,1770964,0,0,0,0,0,0,1681812,0,0,0,0,301541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/4/10",0,0,0,0,0,5387254,0,0,0,0,0,0,0,0,0,0,0,2653395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27658407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205846,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/5/8",0,0,0,0,0,826438,0,0,0,0,0,0,563176,0,0,802938,0,569244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8467660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474025,0,0,0,0,0,0,0,0,0,0,0,0,11343
"1991/6/12",0,0,0,0,0,174910,0,0,0,0,0,0,0,0,0,0,0,267703,0,0,152713,0,0,0,0,0,0,0,0,0,0,598476,0,0,0,0,20593420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221454,0,0,0,304059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54255,0,0,0,0,0,0,0,0,0,0,0,0,146460,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/7/10",0,0,0,0,0,43728,0,0,0,0,0,0,0,0,0,0,0,2050313,0,0,0,0,0,0,0,0,0,0,0,0,0,457317,0,0,0,0,4509478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/8/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/9/11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/10/9",0,0,0,0,0,61086,0,0,0,0,0,0,6742679,0,0,0,969008,60474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28062,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/11/13",0,0,0,0,0,26249,0,0,0,0,0,0,13477643,0,0,3523936,0,1289753,0,0,76356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576572,0,0,0,0,16467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991/12/11",0,0,0,0,0,0,0,0,0,0,0,0,45493794,0,0,2088625,0,147584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/1/8",0,0,0,0,0,214253,0,0,0,0,0,0,1126351,0,0,214063,0,2570671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/2/5",0,0,0,0,0,144277,0,0,0,0,0,0,0,0,0,0,0,26600501,0,0,50846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64646,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/3/11",0,0,0,0,0,297323,0,0,0,0,0,0,0,0,0,0,0,40527435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4408992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237221,0,0,0,1212073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202584,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/4/8",0,0,0,0,0,69976,0,0,0,0,0,61367,5616327,0,0,0,0,27138686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8417417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/5/6",0,0,0,0,0,550979,0,0,0,0,0,0,1126351,0,0,1465927,0,3542019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16183740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14756,0,0,0,0,348951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54255,0,0,0,0,0,0,0,0,0,0,0,0,252581,15200,0,0,0,0,0,0,0,0,5231,0,0,0
"1992/6/10",0,0,0,0,0,8770,0,0,0,0,0,0,1126351,0,0,242289,0,445089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119018,0,0,0,0,0,0,0,0,0,0,15691,0,0,0,0,0,0,0,0,0,0,0,208987,0,0,0,0,0,0,299148,0,0,0,0,15212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107014,0,0,0,0,0,0,0,0,0,84283,0,0,0,0,0,0,0,0,0,0,0,0,0
"1992/7/8",0,0,0,0,0,87455,0,0,0,0,0,0,1681812,0,0,0,0,1025571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593461,0,0,0,0,0,0,0,0,0,0,15691,0,0,0,0,0,0,0,0,0,0,0,139964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16467,0,0,0,0,0,0,0,0,0,37398,15200,0,0,0,0,0,0,0,0,0,0,0,68049
