"","TN","TP","Algae","Cyanobacteria","Rotifer","Cladocera","Copepod"
"1",0.36961,0.01175,0.4,0.333333333333333,0.25,0,0
"2",0.42095,0.00783,0.543478260869565,0.571428571428571,0.538461538461538,0,0.166666666666667
"3",0.06673,0.00195999999999999,0.60377358490566,0.375,0.583333333333333,0,0.166666666666667
"4",0.13347,0.05288,0.673076923076923,0.75,0.6,0.5,0.285714285714286
"5",0.17967,0.01567,0.785714285714286,0.625,0.461538461538462,0.333333333333333,0
"6",0.13347,0.0235,0.583333333333333,0.625,0.941176470588235,0.333333333333333,0.166666666666667
"7",0.53902,0.03721,0.727272727272727,0.666666666666667,1,0,0.5
"8",0.59549,0.04113,0.754716981132076,0.833333333333333,0.833333333333333,0.5,0.166666666666667
"9",0.69816,0.03721,0.807017543859649,0.625,0.8125,0.5,0.166666666666667
"10",0.53902,0.01959,0.596491228070175,0.285714285714286,0.8125,0.6,0.166666666666667
"11",0.62116,0.02546,0.683333333333333,0.571428571428571,0.714285714285714,0.333333333333333,0.166666666666667
"12",0.58009,0.04309,0.685185185185185,0.857142857142857,0.666666666666667,0.6,0.285714285714286
"13",0.78029,0.03525,0.682539682539683,0.714285714285714,0.727272727272727,0.333333333333333,0.142857142857143
"14",0.80083,0.03917,0.733333333333333,0.714285714285714,0.785714285714286,0.5,0.166666666666667
"15",0.47736,0.02742,0.76271186440678,0.5,0.8,0,0
"16",0.86243,0.03917,0.823529411764706,0.875,1,0.75,0.285714285714286
"17",0.82136,0.04309,0.8125,0.875,0.769230769230769,0.5,0.285714285714286
"18",0.91377,0.04309,0.813559322033898,0.625,0.8125,0.333333333333333,0.285714285714286
"19",0.9959,0.03917,0.75,0.714285714285714,0.785714285714286,0.666666666666667,0.285714285714286
"20",0.9343,0.03917,0.696428571428571,0.571428571428571,0.857142857142857,0.75,0.285714285714286
"21",1.0267,0.03525,0.771929824561403,0.5,0.923076923076923,0.333333333333333,0
